idx,lp,name,token_adr,pool_adr,tvl,borrow,utilization
0,0xA48869049e36f8Bfe0Cc5cf655632626988c0140,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0x65A4810e68AB2b011140B940F8edF8eE84BC141d,3,3,96.87
0,0xA48869049e36f8Bfe0Cc5cf655632626988c0140,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x74e657267D3588D6330CF719368627f8b6F13303,655,3,0.47
1,0x12B42FAb7821F8141a24589640c4D056946eCac6,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xD05f23002f6d09Cf7b643B69F171cc2A3EAcd0b3,926487,496638,53.60
1,0x12B42FAb7821F8141a24589640c4D056946eCac6,BOO,0x841FAD6EAe12c286d1Fd18d1d525DFfA75C7EFFE,0x9514D6c3F62Bba5cBA2565fbEcD437fe3a218FBb,783470,804728,102.71
2,0x72f6a9aDCafDc150CE69bD69E3455ee0eD7d2242,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x93a97db4fEA1d053C31f0B658b0B87f4b38e105d,39899,20983,52.59
2,0x72f6a9aDCafDc150CE69bD69E3455ee0eD7d2242,SPIRIT,0x5Cc61A78F164885776AA610fb0FE1257df78E59B,0x8d45F1496bf8a5F291DdE3b40Ac83A950a27A055,238449,14097,5.91
3,0xdE203F137EF23Aff18F051ADDc36624b5a0Ef0C2,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0x710675A9c8509D3dF254792C548555D3D0a69494,3818562,2593803,67.93
3,0xdE203F137EF23Aff18F051ADDc36624b5a0Ef0C2,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x6e11aaD63d11234024eFB6f7Be345d1d5b8a8f38,7240117,3267994,45.14
4,0x5642B215b15d36194e90bbf217E6b7014a8965ce,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xb7FA3710A69487F37ae91D74Be55578d1353f9df,4515302,2215509,49.07
4,0x5642B215b15d36194e90bbf217E6b7014a8965ce,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xFf0BC3c7df0c247E5ce1eA220c7095cE1B6Dc745,6692831,2300235,34.37
5,0x3E0c11024E364026046d0072f95ff898FBD7DA3E,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x845b1619eB0C7C0F9bc7d5494a0b332f6D8Fd4f6,2374604,1267945,53.40
5,0x3E0c11024E364026046d0072f95ff898FBD7DA3E,ETH,0x74b23882a30290451A17c44f4F05243b6b58C76d,0xcDA31B40671229776a5F9AEdB6BBFc7E7A62eAe6,1525366,1126231,73.83
6,0xcf9F94adcF137E7398E65a0c8a3B6caF127f760E,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x7A7dd36BCca42952CC1E67BcA1Be44097fF5b644,2120770,1026328,48.39
6,0xcf9F94adcF137E7398E65a0c8a3B6caF127f760E,BTC,0x321162Cd933E2Be498Cd2267a90534A804051b11,0x9800ac596E345E6a7179B33DeeaE2eFaf7C9B8E7,1860606,1032852,55.51
7,0xd4Ca5899c042545d602363b6Dcf0AEAa42f85158,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xE4EB3bd58c6021de054505e85179bbD2EbC03566,126548,69177,54.66
7,0xd4Ca5899c042545d602363b6Dcf0AEAa42f85158,BTC,0x321162Cd933E2Be498Cd2267a90534A804051b11,0xe02A4886718da7eC9e66eb75b1f22d5D3753a715,140122,55196,39.39
8,0x7C8B3BA13C5BB891d765871d830e9B6f159AcE13,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x8254086911E2A08bf0a179E87A1d45fb6B0F64E9,147359,81033,54.99
8,0x7C8B3BA13C5BB891d765871d830e9B6f159AcE13,ETH,0x74b23882a30290451A17c44f4F05243b6b58C76d,0x6EedDE8005D974f004f9Ff1E50F6cD2aEFf9D407,97379,58279,59.85
9,0x84311ECC54D7553378c067282940b0fdfb913675,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x8958aa800Ea1BAa1c47A76CE441b9Ff95548fB6a,10160,3325,32.72
9,0x84311ECC54D7553378c067282940b0fdfb913675,ICE,0xf16e81dce15B08F326220742020379B855B87DF9,0x49FDEE95aC2FDfABB9bDed9db9EDe35E4213C5A4,10652,1976,18.55
10,0xb9eeF82528fE73f32deAb5918Af431972c24f552,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x60d5ef2B19078773FC7EA61599D7e5219218Bf8E,108335,6661,6.15
10,0xb9eeF82528fE73f32deAb5918Af431972c24f552,ICE,0xf16e81dce15B08F326220742020379B855B87DF9,0x3b893dbe7D79b63F9f7357837248FFF00b318e97,17057,2711,15.90
11,0x29652F57e18c502f342Eba20ebf4D42128B222eE,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x7D0Eb2b3EDeC482c86e0d588a0f1b3A36b99D336,256936,77814,30.29
11,0x29652F57e18c502f342Eba20ebf4D42128B222eE,ICE,0xf16e81dce15B08F326220742020379B855B87DF9,0x09663B211c559cc5430Ee1f4680D6de2888631DD,141709,43440,30.65
12,0x081E5C833f8B66d8F5cA96574A3A6729143D077a,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x4e4a8AE836cBE9576113706e166ae1194A7113E6,1257076,296144,23.56
12,0x081E5C833f8B66d8F5cA96574A3A6729143D077a,MIM,0x82f0B8B456c1A451378467398982d4834b6829c1,0xF13AC080BB77Ad70fEcC2Da4107Faf5D8D3C4E46,551621,403990,73.24
13,0x9E93C992EEdCAd949E11E30898a4C58E378AEDaa,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xB566727F4edF30bA13939E304d828e30d4063C59,1216849,391240,32.15
13,0x9E93C992EEdCAd949E11E30898a4C58E378AEDaa,MIM,0x82f0B8B456c1A451378467398982d4834b6829c1,0x2c4107f7DE56f1e0F99f31fAdb69284207D5FdA6,787053,538055,68.36
14,0x5E2982B55d79327887B297cdca76a7562393408b,CRV,0x1E4F97b9f9F913c46F1632781732927B9019C68b,0x054eC0CB1798F609cB08f0848cE6CC1982acd1FE,235745,194913,82.68
14,0x5E2982B55d79327887B297cdca76a7562393408b,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xeaAb0Eb61326499a4BC79eCDbC6F3BB17B323dd6,310212,163013,52.55
15,0x9652e127C69a59ee723882Fb69d7FA59CD866f50,fUSDT,0x049d68029688eAbF473097a2fC38ef61633A3C7A,0x83016fF687944613C2f79Eb8AB3D85Fd55e8e39f,1518060,1143617,75.33
15,0x9652e127C69a59ee723882Fb69d7FA59CD866f50,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x1CeE4Fd447D7Ce967FddAE4b7DA872A3a1d04F4B,2240349,1067449,47.65
16,0x35D5C753563f10a7B3FAD397c13CA0DE785b8CB2,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xd875860D6c7386E296C21374EA789C5ce574C6dF,81051,44407,54.79
16,0x35D5C753563f10a7B3FAD397c13CA0DE785b8CB2,BNB,0xD67de0e0a0Fd7b15dC8348Bb9BE742F3c5850454,0x319d788931129f36CA1c6632bb8f536705523Fba,62586,51482,82.26
17,0x5021e2F1FB0040af695D45B17f32E2cF04555770,SPIRIT,0x5Cc61A78F164885776AA610fb0FE1257df78E59B,0xd4F7cd723C01c2F38388cA85aadd920C3df5C76E,42714,16899,39.56
17,0x5021e2F1FB0040af695D45B17f32E2cF04555770,DAI,0x8D11eC38a3EB5E956B052f67Da8Bdc9bef8Abf3E,0xC8C57213Af8241b3762cA330Cf4F7Cf7d7157BFc,35709,19372,54.25
18,0x59CA0775b04FbE64793Af430748e6C4239644A86,fUSDT,0x049d68029688eAbF473097a2fC38ef61633A3C7A,0x98682A6a8aa07902B71E2DC7A5e5073eD282ff42,2041951,1461660,71.58
18,0x59CA0775b04FbE64793Af430748e6C4239644A86,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xbeB8c1266B6a561F2f10B2d242628D7Ed4bA458e,3676979,1317296,35.83
19,0xd29aCF6899b8E19C052aB36A981880D090baCE67,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x604ea00f00C25747d369D9D114590a483e23ff48,3837145,1542716,40.20
19,0xd29aCF6899b8E19C052aB36A981880D090baCE67,DAI,0x8D11eC38a3EB5E956B052f67Da8Bdc9bef8Abf3E,0x31c43aB4827C4eC0e5377dB6A22fE83D3C415Da1,2759146,1731738,62.76
20,0xD2f9933140492A7407136707A21425a2df69c2C9,CRV,0x1E4F97b9f9F913c46F1632781732927B9019C68b,0xCD473b8CF083A362414cf86FBDa72ab2A49750be,1110827,903750,81.36
20,0xD2f9933140492A7407136707A21425a2df69c2C9,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x5B80b6e16147bc339e22296184F151262657A327,1015413,521938,51.40
